,id,name,rating,time,servings,yield,course0,cuisine0,Piquant,Sour,Salty,Sweet,Bitter,Meaty,cuisine1,holiday0,holiday1,holiday2,course1,cuisine2,course2,course3,holiday3,cuisine3,course4,holiday4,Cajun & Creole,Spanish,Hawaiian,Kid-Friendly,Indian,English,Greek,Thai,Southwestern,Italian,Mediterranean,Irish,Southern & Soul Food,Hungarian,American,Mexican,Swedish,Moroccan,Barbecue,German,Asian,Portuguese,Vietnamese,Japanese,Cuban,French,Chinese,Breads,Soups,Afternoon Tea,Cocktails,Beverages,Lunch and Snacks,Main Dishes,Appetizers,Breakfast and Brunch,Desserts,Condiments and Sauces,Side Dishes,Salads,Game Day,Christmas,Unnamed: 69,4th of July,New Year,Passover,Sommer Cocktail Party,Fall,Winter,Chinese New Year,Valentine's Day,Thanksgiving,Thanksgivukkah,Spring,Summer,Hanukkah,Sunday Lunch,Easter,St. Patrick's Day,Halloween,number_of_ingredients,taste_sum,parsed,failed,ingredient0,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient0qty,ingredient0type,ingredient1qty,ingredient1type,ingredient2qty,ingredient2type,ingredient3qty,ingredient3type,ingredient4qty,ingredient4type,ingredient5qty,ingredient5type,ingredient6qty,ingredient6type,ingredient7qty,ingredient7type,ingredient8qty,ingredient8type,ingredient9qty,ingredient9type,ingredient10qty,ingredient10type,ingredient11qty,ingredient11type,ingredient12qty,ingredient12type,ingredient13qty,ingredient13type,ingredient14qty,ingredient14type,ingredient15qty,ingredient15type,ingredient16qty,ingredient16type,ingredient17qty,ingredient17type,ingredient18qty,ingredient18type,ingredient19qty,ingredient19type,amount_error
4073,Old-fashioned-Meat-Loaf-379223,Old-fashioned Meat Loaf,5,3300.0,4.0,Serves 4,Main Dishes,Kid-Friendly,0.0,0.5,0.8333,0.6667,0.6667,0.6667,American,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.3334,True,0,turkey,bread crumbs,finely chopped onion,carrots,milk,tomato sauce,large eggs,cloves garlic,worcestershire sauce,salt,black pepper,ketchup,light brown sugar,mustard,,,,,,,453.6,wt,177.4425,vol,118.295,vol,78.86333333333333,vol,59.1475,vol,59.1475,vol,1.0,whole,1.0,whole,14.787,vol,3.69675,vol,1.23225,vol,29.574,vol,9.858,vol,4.929,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4079,Broiled-Swordfish-a-la-Nicoise-539177,Broiled Swordfish à la Niçoise,4,,8.0,Makes 8 servings,Main Dishes,American,0.3333,0.6667,0.3333,0.3333,0.5,0.8333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.9999,True,0,water,pearl barley,haricots verts,grapes,kalamata olives,medium onion,olive oil,fresh lemon juice,fresh thyme,lemon peel,"garlic cloves, minced",swordfish,red bell pepper,yellow bell pepper,lemon wedges,,,,,,2839.08,vol,295.7375,vol,226.8,wt,473.18,vol,236.59,vol,1.0,whole,78.86333333333333,vol,44.361000000000004,vol,14.787,vol,4.929,vol,3.0,whole,0.0,wt,2.0,whole,2.0,whole,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0
4085,Slow-Cooker-Carnitas-984801,Slow Cooker Carnitas,4,2400.0,8.0,8,Main Dishes,Mexican,0.8333,0.8333,0.8333,0.3333,0.3333,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.3332,True,0,pork shoulder,kosher salt,salsa,cloves garlic,onion,black pepper,red pepper flakes,corn tortillas,radishes,cilantro,lime wedges,salsa,jalapeno,,,,,,,,2268.0,wt,14.787,vol,118.295,vol,2.0,whole,0.0,vol,2.4645,vol,2.4645,vol,0.0,whole,3.0,whole,0.0,whole,0.0,whole,0.0,whole,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4086,Glazed-Pork-Chops-with-Mango-Salsa-Martha-Stewart,Glazed Pork Chops with Mango Salsa,4,1800.0,4.0,servings: 4,Main Dishes,Mexican,0.0,0.5,1.0,0.8333,0.6667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.1667,True,0,pork loin,coarse salt and pepper,coarse salt and pepper,sauce,brown sugar,mango,finely chopped onion,chiles,fresh lime juice,,,,,,,,,,,,283.5,wt,0.0,wt,0.0,wt,14.787,vol,29.574,vol,1.0,whole,1.0,whole,1.0,whole,29.574,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4089,Pork-stir-fry-with-green-onion-306753,Pork Stir Fry with Green Onion,5,1500.0,4.0,Serves 4.,Main Dishes,Asian,0.0,0.3333,0.6667,0.1667,0.6667,0.8333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.6667,True,0,pork loin,soy sauce,sugar,corn,grape seed oil,cloves garlic,white onion,sesame oil,,,,,,,,,,,,,453.6,wt,29.574,vol,4.929,vol,4.929,vol,59.148,vol,5.0,whole,0.0,wt,2.4645,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4104,Northwest-Fried-Razor-Clam-Fillets-AllRecipes,Northwest Fried Razor Clam Fillets,5,1800.0,8.0,8 clams,Main Dishes,American,0.5,0.6667,0.3333,0.1667,0.1667,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.5001,True,0,eggs,hot peppers,salt and pepper to taste,bread crumbs,tarragon,all-purpose flour,clams,butter,,,,,,,,,,,,,4.0,whole,14.787,vol,0.0,wt,473.18,vol,7.3935,vol,473.18,vol,8.0,whole,29.574,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4125,Beaufort-Stew-Allrecipes,Beaufort Stew,5,2100.0,8.0,8 servings,Main Dishes,American,0.0,0.5,0.3333,0.5,0.3333,0.8333,Southern & Soul Food,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.4999,True,0,sausage,corn,red potatoes,crabs,shrimp,salt to taste,,,,,,,,,,,,,,,453.6,wt,0.0,wt,10.0,whole,85.05000000000001,wt,680.4000000000001,wt,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4129,Eagles-Tailgating-Burgers-Allrecipes,Eagles Tailgating Burgers,4,1800.0,8.0,8 burgers,Main Dishes,American,0.0,0.3333,0.3333,0.1667,0.3333,1.0,Barbecue,Game Day,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.1666,True,0,ground beef,dry bread crumbs,pecorino cheese,sauce,beer,eggs,chopped onion,fresh basil leaves,worcestershire sauce,minced garlic,salt and pepper to taste,salt and pepper to taste,,,,,,,,,907.2,wt,59.1475,vol,59.1475,vol,59.1475,vol,59.1475,vol,1.0,whole,118.295,vol,29.574,vol,29.574,vol,9.858,vol,0.0,whole,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4135,Chicken-Enchiladas-1287146,Chicken Enchiladas,4,2400.0,8.0,8 enchiladas,Main Dishes,Mexican,0.8333,0.1667,0.8333,0.3333,0.8333,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.6666,True,0,chicken breasts,small onion,tomato paste,chili powder,ground cumin,salt and pepper to taste,salt and pepper to taste,cheese,flour tortillas,tomato sauce,cayenne pepper,chili powder,cheese,,,,,,,,4.0,whole,1.0,whole,29.574,vol,4.929,vol,4.929,vol,0.0,whole,0.0,whole,177.4425,vol,8.0,whole,236.59,vol,9.858,vol,4.929,vol,118.295,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4144,Veggie-Lover_s-Baked-Ziti-AllRecipes-38220,Veggie Lover's Baked Ziti,5,1800.0,2.0,8 1 1/4-cup servings,Main Dishes,Italian,0.0,0.3333,1.0,0.8333,0.6667,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.5,True,0,nonstick cooking spray,pasta,vegetable oil,summer squash,salt,ground black pepper,spinach,vegetables,sauce,mozzarella cheese,,,,,,,,,,,0.0,wt,340.20000000000005,wt,14.787,vol,3.0,whole,1.23225,vol,1.23225,vol,283.5,wt,737.1,wt,283.5,wt,473.18,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4147,Roasted-Snapper-With-Artichokes-And-Lemon-Epicurious,Roasted Snapper with Artichokes and Lemon,4,3300.0,4.0,Makes 4 servings,Main Dishes,American,0.0,0.8333,0.3333,0.3333,0.3333,0.1667,,Spring,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1.9999,True,0,fresh lemon juice,artichokes,extra-virgin olive oil,red snapper,fresh tarragon,,,,,,,,,,,,,,,,73.935,vol,340.20000000000005,wt,88.72200000000001,vol,170.10000000000002,wt,14.787,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4148,Best-Olive-Garden-Bolognese-Sauce-1174664,Best Olive Garden Bolognese Sauce,4,4800.0,4.0,,Main Dishes,Italian,0.0,0.3333,0.1667,0.1667,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.0001,True,0,olive oil,finely chopped onion,carrots,celery stalk,cloves garlic,ground beef,italian sausage,red wine,tomatoes,chopped fresh rosemary,fresh sage,salt and pepper to taste,,,,,,,,,29.574,vol,1.0,whole,1.0,whole,1.0,whole,2.0,whole,226.8,wt,170.10000000000002,wt,236.59,vol,793.8000000000001,wt,4.929,vol,4.929,vol,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4155,Simple-Chicken-Parmesan-628948,Simple Chicken Parmesan,5,3300.0,4.0,4 servings,Main Dishes,Italian,0.1667,0.3333,0.5,0.1667,0.3333,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.8333,True,0,cloves garlic,extra-virgin olive oil,tomatoes,basil,dried oregano,sugar,salt and freshly ground pepper to taste,salt and freshly ground pepper to taste,chicken breasts,large eggs,dry bread crumbs,linguine,extra-virgin olive oil,mozzarella cheese,parmesan cheese,,,,,,2.0,whole,29.574,vol,793.8000000000001,wt,2.4645,vol,1.23225,vol,1.23225,vol,0.0,wt,0.0,wt,226.8,wt,1.0,whole,118.295,vol,226.8,wt,59.1475,vol,118.295,vol,59.1475,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0
4160,Balsamic-Chicken-Martha-Stewart-195584,Balsamic Chicken,4,2100.0,4.0,servings: 4,Main Dishes,American,0.0,0.8333,0.1667,0.8333,0.6667,0.1667,,,,,Lunch and Snacks,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.6667,True,0,balsamic vinegar,cloves garlic,chopped fresh rosemary,chicken thighs,salt and freshly ground pepper,salt and freshly ground pepper,,,,,,,,,,,,,,,354.885,vol,4.0,whole,14.787,vol,1020.6,wt,0.0,wt,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4161,White-Bean-Chili-481372,White Bean Chili,4,,6.0,Number of servings (yield): 6,Soups,Southwestern,0.3333,0.8333,1.0,0.6667,1.0,0.5,American,Game Day,,,Main Dishes,,Lunch and Snacks,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4.3333,True,0,beans,vegetable broth,green bell pepper,jalapeno pepper,celery rib,"garlic cloves, minced",oregano,hot red pepper,cumin,chili powder,onion,salt to taste,tomatoes,masa harina,,,,,,,473.18,vol,1419.54,vol,0.5,wt,0.0,vol,2.0,whole,4.0,whole,9.858,vol,1.23225,vol,9.858,vol,9.858,vol,2.0,whole,9.858,vol,411.07500000000005,wt,29.574,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4172,Paella-Parellada-459019,Paella Parellada,5,,8.0,Serves 8.,Main Dishes,Spanish,0.0,0.8333,0.6667,0.6667,1.0,0.6667,French,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.8334,True,0,chicken stock,lemon juice,artichokes,coarse sea salt,saffron threads,cloves garlic,chicken thighs,pork loin,pork,squid,olive oil,yellow onion,red bell pepper,ripe tomatoes,rice,frozen peas,monkfish,mussels,shrimp,flat-leaf parsley leaves,946.36,vol,0.0,whole,4.0,whole,4.929,vol,4.929,vol,3.0,whole,6.0,whole,1360.8000000000002,wt,907.2,wt,198.45000000000002,wt,236.59,vol,1.0,whole,1.0,whole,453.6,wt,473.18,vol,236.59,vol,170.10000000000002,wt,24.0,whole,12.0,whole,0.0,whole,0
4179,Grilled-Chipotle-Lime-Shrimp-Tacos-with-Tomato-Mango-Salsa-1260627,Grilled Chipotle-Lime Shrimp Tacos with Tomato Mango Salsa,4,4200.0,9.0,8 to 10,Main Dishes,Mexican,0.8333,0.6667,0.6667,0.3333,0.3333,0.3333,Barbecue,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3.1666,True,0,extra virgin olive oil,fresh lime juice,chopped garlic,pepper sauce,fresh cilantro,cumin,sugar,shrimp,champagne,ripe tomatoes,chopped onion,jalapeno pepper,chopped cilantro,nutmeg,cinnamon,lime,flour tortillas,,,,236.59,vol,118.295,vol,4.929,vol,19.716,vol,59.148,vol,9.858,vol,7.3935,vol,1360.8000000000002,wt,3.0,whole,4.0,whole,59.1475,vol,2.0,whole,1.0,whole,0.0,whole,0.0,whole,1.0,whole,0.0,whole,0.0,,0.0,,0.0,,0
4191,Shrimp_and_rice-Stuffed-Tomatoes-My-Recipes,Shrimp-and-Rice Stuffed Tomatoes,4,4800.0,4.0,4 servings,Main Dishes,American,0.0,1.0,0.3333,0.5,0.6667,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.8333,True,0,long-grain rice,ripe tomatoes,olive oil,chopped onion,"garlic cloves, minced",crumbled feta,dried oregano,fresh lemon juice,salt,black pepper,shrimp,water,,,,,,,,,414.0325,vol,1360.8000000000002,wt,4.929,vol,236.59,vol,1.0,whole,118.295,vol,29.574,vol,14.787,vol,2.4645,vol,0.616125,vol,226.8,wt,118.295,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4199,Lentil_edamame-Stew-My-Recipes,Lentil-Edamame Stew,4,2700.0,4.0,4 servings (serving size: about 1 cup),Main Dishes,American,0.0,1.0,0.3333,0.6667,0.6667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.8334,True,0,lentils,greens,olive oil,minced onion,"garlic cloves, minced",tomatoes,fresh lemon juice,chopped fresh parsley,chopped fresh mint,salt,ground cumin,red pepper,ground cinnamon,ground cloves,,,,,,,236.59,vol,177.4425,vol,29.574,vol,354.885,vol,3.0,whole,0.0,wt,88.72200000000001,vol,14.787,vol,14.787,vol,2.4645,vol,2.4645,vol,0.616125,vol,0.616125,vol,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4205,Easy-Weeknight-Chicken-Enchiladas-1064812,Easy Weeknight Chicken Enchiladas,4,3600.0,6.0,serves 6,Main Dishes,Mexican,0.8333,0.1667,0.8333,0.1667,0.8333,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.0,True,0,chicken breasts,medium onion,"garlic cloves, minced",sauce,roma tomatoes,hot sauce,whole wheat flour,cheddar cheese,,,,,,,,,,,,,2.0,whole,1.0,whole,1.0,whole,226.8,wt,2.0,whole,0.0,whole,6.0,whole,0.0,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4209,Slow-Cooker-Mexican-Shredded-Chicken-1284795,Slow Cooker Mexican Shredded Chicken,4,25800.0,10.0,serves 10,Main Dishes,Mexican,0.8333,0.5,0.3333,0.1667,0.3333,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.3333,True,0,tomato paste,tomato sauce,tomatoes,ground cumin,ground coriander,chili powder,water,chopped onion,jalapeño,chicken thighs,chicken breasts,lime,chopped cilantro,salt to taste,,,,,,,170.10000000000002,wt,226.8,wt,425.25,wt,14.787,vol,2.4645,vol,14.787,vol,118.295,vol,1.0,whole,1.0,whole,453.6,wt,453.6,wt,1.0,whole,118.295,vol,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4220,Leftover-salmon-kedgeree-319465,Leftover Salmon Kedgeree,5,1800.0,4.0,Serves 4,Main Dishes,Indian,0.1667,0.5,0.1667,0.1667,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.3335,True,0,canola oil,mustard seeds,turmeric,tomato paste,finely chopped onion,"garlic cloves, minced",ginger,long-grain rice,lemon,salt,salmon,spinach,chopped cilantro,,,,,,,,14.787,vol,14.787,vol,2.4645,vol,29.574,vol,1.0,whole,1.0,whole,0.0,wt,1182.95,vol,1.0,whole,0.0,whole,453.6,wt,0.0,vol,1.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4228,Hawaiian-Shrimp-Allrecipes,Hawaiian Shrimp,4,2280.0,6.0,6 servings,Main Dishes,American,0.3333,0.6667,0.1667,0.5,0.1667,0.1667,Hawaiian,,,,,Barbecue,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0001,True,0,shrimp,pineapple juice,bacon,red bell pepper,mushrooms,cherry tomatoes,sauce,,,,,,,,,,,,,,907.2,wt,567.0,wt,226.8,wt,2.0,whole,226.8,wt,473.18,vol,236.59,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4232,Orange_soy_braised-Pork-Ribs-Epicurious,Orange-Soy-Braised Pork Ribs,5,10800.0,6.0,Makes 4 to 6 servings,Main Dishes,American,0.0,1.0,1.0,0.8333,0.8333,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.8333,True,0,pork,salt,orange juice,soy sauce,sugar,fresh ginger,cloves garlic,black pepper,,,,,,,,,,,,,1814.4,wt,2.4645,vol,354.885,vol,118.295,vol,29.574,vol,29.574,vol,14.787,vol,2.4645,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4249,Strawberry-glazed-grilled-chicken-breasts-371195,Strawberry-Glazed Grilled Chicken Breasts,5,1800.0,4.0,4,Main Dishes,Barbecue,0.0,0.1667,0.8333,0.0,0.6667,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.3334,True,0,chicken breasts,olive oil,pepper,pepper,vinegar,,,,,,,,,,,,,,,,2.0,whole,4.929,vol,0.0,whole,0.0,whole,118.295,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4253,Jack_s-Beanie_weenies-Allrecipes,Jack's Beanie-Weenies,4,1800.0,6.0,6 servings,Main Dishes,American,0.0,0.1667,0.1667,0.6667,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0001,True,0,beer,beans,beef,honey,,,,,,,,,,,,,,,,,354.84000000000003,vol,453.6,wt,453.6,wt,14.787,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4258,Hoppin_-John-My-Recipes_4,Hoppin' John,4,,10.0,Makes 8 to 10 servings,Main Dishes,American,0.3333,0.3333,0.6667,0.5,0.1667,0.1667,Southern & Soul Food,,,,Side Dishes,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.1667,True,0,black-eyed peas,ham hocks,bacon,water,large onion,salt,pepper,red pepper,dried thyme,bay leaf,minced garlic,chicken,white rice,,,,,,,,0.0,wt,340.20000000000005,wt,29.574,vol,946.36,vol,1.0,whole,4.929,vol,4.929,vol,4.929,vol,2.4645,vol,2.0,whole,4.929,vol,1.0,whole,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
4259,Chicken-Korma-II-TravelEater-1,Chicken Korma II,5,3600.0,4.0,4 servings,Main Dishes,Asian,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,Indian,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.0002,True,0,cashews,water,cloves garlic,ginger root,vegetable oil,bay leaf,minced onion,ground coriander,garam masala,ground cumin,ground turmeric,chili powder,chicken breast halves,tomato sauce,chicken broth,heavy cream,plain yogurt,cornstarch,,,59.1475,vol,59.1475,vol,3.0,whole,1.0,whole,44.361000000000004,vol,2.0,whole,1.0,whole,4.929,vol,4.929,vol,4.929,vol,4.929,vol,4.929,vol,3.0,whole,59.1475,vol,236.59,vol,118.295,vol,118.295,vol,4.929,vol,0.0,,0.0,,0
4263,Barbecue-Chicken-Legs-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41164,Barbecue Chicken Legs,5,4200.0,9.0,9,Main Dishes,American,0.0,0.8333,1.0,1.0,1.0,0.3333,,Summer,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,4.1666,True,0,chicken legs,canola oil,onion,"garlic, minced",ketchup,brown sugar,brown sugar,vinegar,worcestershire sauce,molasses,sauce,salt,,,,,,,,,18.0,whole,14.787,vol,1.0,whole,2.0,whole,236.59,vol,59.1475,vol,29.574,vol,59.148,vol,14.787,vol,78.86333333333333,vol,59.148,vol,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
